instance,portfolio,backend_scope,raw_min_primal,raw_min_primal_source,excluded_primal_candidates,selected_primal,primal_source,selected_dual,dual_source,portfolio_gap_fraction,portfolio_gap_state,primal_evidence_note,gurobi_baseline_primal,gurobi_baseline_dual,gurobi_baseline_gap_fraction,original_copt_primal,original_copt_dual,original_copt_gap_fraction,original_copt_gap_state,original_copt_time_seconds,original_copt_result,gurobi_minus_portfolio_gap_pp,portfolio_vs_gurobi,copt_minus_portfolio_gap_pp,portfolio_vs_copt
ns1856153,three_skills,all_available,34.01697312588408,general skill,[],34.01697312588408,general skill,32.6971654879775,dual skill Gurobi,0.0387985031185010532698004590267387233967378697930347376865081921984236461203723758104918452,available,historically accepted numerical witness; not uniformly revalidated,34.16347439886857,0.003362513402564,0.999901575777589080339031255356392853686095919051080457603924616114185635299730318218078366,49.1310069,0,1,available,36000.0,stop,96.1103072659088027069230796329654130289358049258045719917416423915761989179357942407586521,win,96.1201496881498946730199540973261276603262130206965262313491807801576353879627624189508155,win
ns1856153,three_skills,gurobi_only,34.01697312588408,general skill,[],34.01697312588408,general skill,32.6971654879775,dual skill Gurobi,0.0387985031185010532698004590267387233967378697930347376865081921984236461203723758104918452,available,historically accepted numerical witness; not uniformly revalidated,34.16347439886857,0.003362513402564,0.999901575777589080339031255356392853686095919051080457603924616114185635299730318218078366,49.1310069,0,1,available,36000.0,stop,96.1103072659088027069230796329654130289358049258045719917416423915761989179357942407586521,win,96.1201496881498946730199540973261276603262130206965262313491807801576353879627624189508155,win
ns1856153,primal_dual,all_available,34.01697312588409,primal skill,[],34.01697312588409,primal skill,32.6971654879775,dual skill Gurobi,0.0387985031185013358350637834418308039774162535665526256132568964194569475071283934901372227,available,historically accepted numerical witness; not uniformly revalidated,34.16347439886857,0.003362513402564,0.999901575777589080339031255356392853686095919051080457603924616114185635299730318218078366,49.1310069,0,1,available,36000.0,stop,96.1103072659087744503967471914562049708679665484527831990667719694728687792601924727941143,win,96.1201496881498664164936216558169196022583746433447374386743103580543052492871606509862777,win
ns1856153,primal_dual,gurobi_only,34.01697312588409,primal skill,[],34.01697312588409,primal skill,32.6971654879775,dual skill Gurobi,0.0387985031185013358350637834418308039774162535665526256132568964194569475071283934901372227,available,historically accepted numerical witness; not uniformly revalidated,34.16347439886857,0.003362513402564,0.999901575777589080339031255356392853686095919051080457603924616114185635299730318218078366,49.1310069,0,1,available,36000.0,stop,96.1103072659087744503967471914562049708679665484527831990667719694728687792601924727941143,win,96.1201496881498664164936216558169196022583746433447374386743103580543052492871606509862777,win
dc1l,three_skills,all_available,1758647.6800999984,primal skill,[],1758647.6800999984,primal skill,1748926.03079,dual skill Gurobi,0.00552791182679956548316656940120497365702637185536514855360822113550160522180523177922017428,available,historically accepted numerical witness; not uniformly revalidated,1758647.6800999984,1749186.534225,0.00537978469596618132067185589658465730060893652410856239374084429140789902626208584883370923,1760000.09,1751049.95,0.00508530655813773282250229884931426338733880405653842892701215714142378254082930188941069884,available,36000.0,stop,-0.0148127130833384162494713504620316356417435331256586159867376844093706195543145930386465052,loss,-0.0442605268661832660664270551890710269687567798826719626596063994077822680975929889809475445,loss
dc1l,three_skills,gurobi_only,1758647.6800999984,primal skill,[],1758647.6800999984,primal skill,1748926.03079,dual skill Gurobi,0.00552791182679956548316656940120497365702637185536514855360822113550160522180523177922017428,available,historically accepted numerical witness; not uniformly revalidated,1758647.6800999984,1749186.534225,0.00537978469596618132067185589658465730060893652410856239374084429140789902626208584883370923,1760000.09,1751049.95,0.00508530655813773282250229884931426338733880405653842892701215714142378254082930188941069884,available,36000.0,stop,-0.0148127130833384162494713504620316356417435331256586159867376844093706195543145930386465052,loss,-0.0442605268661832660664270551890710269687567798826719626596063994077822680975929889809475445,loss
dc1l,primal_dual,all_available,1758647.6800999984,primal skill,[],1758647.6800999984,primal skill,1748926.03079,dual skill Gurobi,0.00552791182679956548316656940120497365702637185536514855360822113550160522180523177922017428,available,historically accepted numerical witness; not uniformly revalidated,1758647.6800999984,1749186.534225,0.00537978469596618132067185589658465730060893652410856239374084429140789902626208584883370923,1760000.09,1751049.95,0.00508530655813773282250229884931426338733880405653842892701215714142378254082930188941069884,available,36000.0,stop,-0.0148127130833384162494713504620316356417435331256586159867376844093706195543145930386465052,loss,-0.0442605268661832660664270551890710269687567798826719626596063994077822680975929889809475445,loss
dc1l,primal_dual,gurobi_only,1758647.6800999984,primal skill,[],1758647.6800999984,primal skill,1748926.03079,dual skill Gurobi,0.00552791182679956548316656940120497365702637185536514855360822113550160522180523177922017428,available,historically accepted numerical witness; not uniformly revalidated,1758647.6800999984,1749186.534225,0.00537978469596618132067185589658465730060893652410856239374084429140789902626208584883370923,1760000.09,1751049.95,0.00508530655813773282250229884931426338733880405653842892701215714142378254082930188941069884,available,36000.0,stop,-0.0148127130833384162494713504620316356417435331256586159867376844093706195543145930386465052,loss,-0.0442605268661832660664270551890710269687567798826719626596063994077822680975929889809475445,loss
neos-5221106-oparau,three_skills,all_available,52.07,general skill,[],52.07,general skill,42.54,general skill Gurobi,0.183022853850585749951987708853466487420779719608219704244286537353562512003072786633378145,available,historically accepted numerical witness; not uniformly revalidated,52.669999994631496,0.0,1,,0,,missing,36000.0,stop,81.6977146149414250048012291146533512579220280391780295755713462646437487996927213366621855,win,,NA
neos-5221106-oparau,three_skills,gurobi_only,52.07,general skill,[],52.07,general skill,42.54,general skill Gurobi,0.183022853850585749951987708853466487420779719608219704244286537353562512003072786633378145,available,historically accepted numerical witness; not uniformly revalidated,52.669999994631496,0.0,1,,0,,missing,36000.0,stop,81.6977146149414250048012291146533512579220280391780295755713462646437487996927213366621855,win,,NA
neos-5221106-oparau,primal_dual,all_available,52.66999999999962,primal skill,[],52.66999999999962,primal skill,24.71937119987213,dual skill Gurobi,0.530674554777438611284048137966058248306292521399930821931994151769742437018752088515778757,available,historically accepted numerical witness; not uniformly revalidated,52.669999994631496,0.0,1,,0,,missing,36000.0,stop,46.9325445222561388715951862033941751693707478600069178068005848230257562981247911484221243,win,,NA
neos-5221106-oparau,primal_dual,gurobi_only,52.66999999999962,primal skill,[],52.66999999999962,primal skill,24.71937119987213,dual skill Gurobi,0.530674554777438611284048137966058248306292521399930821931994151769742437018752088515778757,available,historically accepted numerical witness; not uniformly revalidated,52.669999994631496,0.0,1,,0,,missing,36000.0,stop,46.9325445222561388715951862033941751693707478600069178068005848230257562981247911484221243,win,,NA
zeil,three_skills,all_available,1081.3584999996644,primal skill,[],1081.3584999996644,primal skill,833.8312541332446,general skill Gurobi,0.228903962808353215117760190851594101604648037612409316504584487537314349084061874665573546,available,historically accepted numerical witness; not uniformly revalidated,1081.3585000000078,815.3797428765,0.245967232072902632619607494979200299495069546535828717726394179669371197549562498380194092,1363.5585,834.502247,0.387996740147195738209985123483884263124757757001258105171138605347698686928356942514750926,available,36000.0,stop,1.70632692645494175018473041276061978904215089234194012218096921320568484655006237146205462,win,15.9092777338842523092224932632290161520109719388848788666554117810384337844295067849177380,win
zeil,three_skills,gurobi_only,1081.3584999996644,primal skill,[],1081.3584999996644,primal skill,833.8312541332446,general skill Gurobi,0.228903962808353215117760190851594101604648037612409316504584487537314349084061874665573546,available,historically accepted numerical witness; not uniformly revalidated,1081.3585000000078,815.3797428765,0.245967232072902632619607494979200299495069546535828717726394179669371197549562498380194092,1363.5585,834.502247,0.387996740147195738209985123483884263124757757001258105171138605347698686928356942514750926,available,36000.0,stop,1.70632692645494175018473041276061978904215089234194012218096921320568484655006237146205462,win,15.9092777338842523092224932632290161520109719388848788666554117810384337844295067849177380,win
zeil,primal_dual,all_available,1081.3584999996644,primal skill,[],1081.3584999996644,primal skill,820.6945892684043,dual skill COPT terminal,0.241052260403317675996065461557905430593923137481702248241391600726780074342786326082376417,available,historically accepted numerical witness; not uniformly revalidated,1081.3585000000078,815.3797428765,0.245967232072902632619607494979200299495069546535828717726394179669371197549562498380194092,1363.5585,834.502247,0.387996740147195738209985123483884263124757757001258105171138605347698686928356942514750926,available,36000.0,stop,0.491497166958495662354203342129486890114640905412646948500257894259112320677617229781767466,win,14.6944479743878062213919661925978832530834619519555856929747004620918612585570616432374508,win
zeil,primal_dual,gurobi_only,1081.3584999996644,primal skill,[],1081.3584999996644,primal skill,817.284526478749,dual skill Gurobi,0.244205759256525338685372602983804918577475800052133127800352515726921088893533416269842675,available,historically accepted numerical witness; not uniformly revalidated,1081.3585000000078,815.3797428765,0.245967232072902632619607494979200299495069546535828717726394179669371197549562498380194092,1363.5585,834.502247,0.387996740147195738209985123483884263124757757001258105171138605347698686928356942514750926,available,36000.0,stop,0.176147281637729393423489199539538091759374648369558992604166394245010865602908211035141742,win,14.3790980890670399524612520500079344547281956949124977370786089620777598034823526244908251,win
cdma,three_skills,all_available,-24778478399999989.93240,general skill,[],-24778478399999989.93240,general skill,-2.700669263025124e+16,dual skill Gurobi,0.0825060017810304252613895104695509136614197111500100377811672631350956926416479365167163889,available,historically accepted numerical witness; not uniformly revalidated,-22966095679999980,-31763448000000000,0.276964651948365933068727299378833179571688816654917312503352910553035677990626206575558170,,,,missing,0.1,abort,19.4458650167335507807337788909282265910269105504907274722185647417939985348978270058841781,win,,NA
cdma,three_skills,gurobi_only,-24778478399999989.93240,general skill,[],-24778478399999989.93240,general skill,-2.700669263025124e+16,dual skill Gurobi,0.0825060017810304252613895104695509136614197111500100377811672631350956926416479365167163889,available,historically accepted numerical witness; not uniformly revalidated,-22966095679999980,-31763448000000000,0.276964651948365933068727299378833179571688816654917312503352910553035677990626206575558170,,,,missing,0.1,abort,19.4458650167335507807337788909282265910269105504907274722185647417939985348978270058841781,win,,NA
cdma,primal_dual,all_available,-24778478399999984,primal skill,[],-24778478399999984,primal skill,-2.700669263025124e+16,dual skill Gurobi,0.0825060017810306449254587551015101008452620954002258495416381260736834933647055677667795700,available,historically accepted numerical witness; not uniformly revalidated,-22966095679999980,-31763448000000000,0.276964651948365933068727299378833179571688816654917312503352910553035677990626206575558170,,,,missing,0.1,abort,19.4458650167335288143268544277323078726426721254691462961714784479352184625920638808778600,win,,NA
cdma,primal_dual,gurobi_only,-24778478399999984,primal skill,[],-24778478399999984,primal skill,-2.700669263025124e+16,dual skill Gurobi,0.0825060017810306449254587551015101008452620954002258495416381260736834933647055677667795700,available,historically accepted numerical witness; not uniformly revalidated,-22966095679999980,-31763448000000000,0.276964651948365933068727299378833179571688816654917312503352910553035677990626206575558170,,,,missing,0.1,abort,19.4458650167335288143268544277323078726426721254691462961714784479352184625920638808778600,win,,NA
ns1456591,three_skills,all_available,988.1403051801293,primal skill,"[[""988.1403051801293"", ""primal skill""]]",988.14128344,general skill; dual skill exact feasible lift,988.14128344,dual skill Gurobi; general skill Gurobi,0,available,exact closure witness,988.1412834399998,473.415027263,0.520903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,1307.35364,459.574181,0.648469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,available,36000.0,stop,52.0903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,win,64.8469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,win
ns1456591,three_skills,gurobi_only,988.1403051801293,primal skill,"[[""988.1403051801293"", ""primal skill""]]",988.14128344,general skill; dual skill exact feasible lift,988.14128344,dual skill Gurobi; general skill Gurobi,0,available,exact closure witness,988.1412834399998,473.415027263,0.520903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,1307.35364,459.574181,0.648469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,available,36000.0,stop,52.0903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,win,64.8469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,win
ns1456591,primal_dual,all_available,988.1403051801293,primal skill,"[[""988.1403051801293"", ""primal skill""]]",988.14128344,dual skill exact feasible lift,988.14128344,dual skill Gurobi,0,available,exact closure witness,988.1412834399998,473.415027263,0.520903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,1307.35364,459.574181,0.648469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,available,36000.0,stop,52.0903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,win,64.8469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,win
ns1456591,primal_dual,gurobi_only,988.1403051801293,primal skill,"[[""988.1403051801293"", ""primal skill""]]",988.14128344,dual skill exact feasible lift,988.14128344,dual skill Gurobi,0,available,exact closure witness,988.1412834399998,473.415027263,0.520903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,1307.35364,459.574181,0.648469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,available,36000.0,stop,52.0903503176278450035305444515220817339732321875556378632972840294506425216307081267962698,win,64.8469880727910774012148694518493098776242363925341577815165604311928943724821082075390099,win
seqsolve1,three_skills,all_available,4277.0,primal skill,[],4277.0,primal skill; general skill,4275.0,dual skill Gurobi,0.000467617488894084638765489829319616553659106850596212298339957914425999532382511105915361235,available,historically accepted numerical witness; not uniformly revalidated,4279,4272,0.00163589623743865389109605047908389810703435382098621173171301706006076186024772143024071045,4371,4268.52039,0.0234453466026080988332189430336307481125600549073438572409059711736444749485243651338366507,available,36000.0,stop,0.116827874854456925233056064976428155337524697038999943337305914563476232786521032432534922,win,2.29777291137140141944534532043111315589009480567476449425660132592184754161418540279212894,win
seqsolve1,three_skills,gurobi_only,4277.0,primal skill,[],4277.0,primal skill; general skill,4275.0,dual skill Gurobi,0.000467617488894084638765489829319616553659106850596212298339957914425999532382511105915361235,available,historically accepted numerical witness; not uniformly revalidated,4279,4272,0.00163589623743865389109605047908389810703435382098621173171301706006076186024772143024071045,4371,4268.52039,0.0234453466026080988332189430336307481125600549073438572409059711736444749485243651338366507,available,36000.0,stop,0.116827874854456925233056064976428155337524697038999943337305914563476232786521032432534922,win,2.29777291137140141944534532043111315589009480567476449425660132592184754161418540279212894,win
seqsolve1,primal_dual,all_available,4277.0,primal skill,[],4277.0,primal skill,4275.0,dual skill Gurobi,0.000467617488894084638765489829319616553659106850596212298339957914425999532382511105915361235,available,historically accepted numerical witness; not uniformly revalidated,4279,4272,0.00163589623743865389109605047908389810703435382098621173171301706006076186024772143024071045,4371,4268.52039,0.0234453466026080988332189430336307481125600549073438572409059711736444749485243651338366507,available,36000.0,stop,0.116827874854456925233056064976428155337524697038999943337305914563476232786521032432534922,win,2.29777291137140141944534532043111315589009480567476449425660132592184754161418540279212894,win
seqsolve1,primal_dual,gurobi_only,4277.0,primal skill,[],4277.0,primal skill,4275.0,dual skill Gurobi,0.000467617488894084638765489829319616553659106850596212298339957914425999532382511105915361235,available,historically accepted numerical witness; not uniformly revalidated,4279,4272,0.00163589623743865389109605047908389810703435382098621173171301706006076186024772143024071045,4371,4268.52039,0.0234453466026080988332189430336307481125600549073438572409059711736444749485243651338366507,available,36000.0,stop,0.116827874854456925233056064976428155337524697038999943337305914563476232786521032432534922,win,2.29777291137140141944534532043111315589009480567476449425660132592184754161418540279212894,win
stockholm,three_skills,all_available,122.0,primal skill,[],122.0,primal skill; general skill,106.0,dual skill Gurobi,0.131147540983606557377049180327868852459016393442622950819672131147540983606557377049180328,available,historically accepted numerical witness; not uniformly revalidated,129,106,0.178294573643410852713178294573643410852713178294573643410852713178294573643410852713178295,137,93.5364881,0.317251911678832116788321167883211678832116788321167883211678832116788321167883211678832117,available,36000.0,stop,4.71470326598042953361291142457745583936967848519506925911805820307535900368534756639979671,win,18.6104370695225559411271987555342826373100394878544932392006700969247337561325834629651789,win
stockholm,three_skills,gurobi_only,122.0,primal skill,[],122.0,primal skill; general skill,106.0,dual skill Gurobi,0.131147540983606557377049180327868852459016393442622950819672131147540983606557377049180328,available,historically accepted numerical witness; not uniformly revalidated,129,106,0.178294573643410852713178294573643410852713178294573643410852713178294573643410852713178295,137,93.5364881,0.317251911678832116788321167883211678832116788321167883211678832116788321167883211678832117,available,36000.0,stop,4.71470326598042953361291142457745583936967848519506925911805820307535900368534756639979671,win,18.6104370695225559411271987555342826373100394878544932392006700969247337561325834629651789,win
stockholm,primal_dual,all_available,122.0,primal skill,[],122.0,primal skill,106.0,dual skill Gurobi,0.131147540983606557377049180327868852459016393442622950819672131147540983606557377049180328,available,historically accepted numerical witness; not uniformly revalidated,129,106,0.178294573643410852713178294573643410852713178294573643410852713178294573643410852713178295,137,93.5364881,0.317251911678832116788321167883211678832116788321167883211678832116788321167883211678832117,available,36000.0,stop,4.71470326598042953361291142457745583936967848519506925911805820307535900368534756639979671,win,18.6104370695225559411271987555342826373100394878544932392006700969247337561325834629651789,win
stockholm,primal_dual,gurobi_only,122.0,primal skill,[],122.0,primal skill,106.0,dual skill Gurobi,0.131147540983606557377049180327868852459016393442622950819672131147540983606557377049180328,available,historically accepted numerical witness; not uniformly revalidated,129,106,0.178294573643410852713178294573643410852713178294573643410852713178294573643410852713178295,137,93.5364881,0.317251911678832116788321167883211678832116788321167883211678832116788321167883211678832117,available,36000.0,stop,4.71470326598042953361291142457745583936967848519506925911805820307535900368534756639979671,win,18.6104370695225559411271987555342826373100394878544932392006700969247337561325834629651789,win
supportcase22,three_skills,all_available,110.0,primal skill,[],110.0,primal skill; general skill,6.4,dual skill Gurobi; dual skill COPT terminal,0.941818181818181818181818181818181818181818181818181818181818181818181818181818181818181818,available,historically accepted numerical witness; not uniformly revalidated,110,1.4000000000000001,0.987272727272727271818181818181818181818181818181818181818181818181818181818181818181818182,,0.88353308,,missing,36000.0,stop,4.54545454545454536363636363636363636363636363636363636363636363636363636363636363636363638,win,,NA
supportcase22,three_skills,gurobi_only,110.0,primal skill,[],110.0,primal skill; general skill,6.4,dual skill Gurobi,0.941818181818181818181818181818181818181818181818181818181818181818181818181818181818181818,available,historically accepted numerical witness; not uniformly revalidated,110,1.4000000000000001,0.987272727272727271818181818181818181818181818181818181818181818181818181818181818181818182,,0.88353308,,missing,36000.0,stop,4.54545454545454536363636363636363636363636363636363636363636363636363636363636363636363638,win,,NA
supportcase22,primal_dual,all_available,110.0,primal skill,[],110.0,primal skill,6.4,dual skill Gurobi; dual skill COPT terminal,0.941818181818181818181818181818181818181818181818181818181818181818181818181818181818181818,available,historically accepted numerical witness; not uniformly revalidated,110,1.4000000000000001,0.987272727272727271818181818181818181818181818181818181818181818181818181818181818181818182,,0.88353308,,missing,36000.0,stop,4.54545454545454536363636363636363636363636363636363636363636363636363636363636363636363638,win,,NA
supportcase22,primal_dual,gurobi_only,110.0,primal skill,[],110.0,primal skill,6.4,dual skill Gurobi,0.941818181818181818181818181818181818181818181818181818181818181818181818181818181818181818,available,historically accepted numerical witness; not uniformly revalidated,110,1.4000000000000001,0.987272727272727271818181818181818181818181818181818181818181818181818181818181818181818182,,0.88353308,,missing,36000.0,stop,4.54545454545454536363636363636363636363636363636363636363636363636363636363636363636363638,win,,NA
neos-3682128-sandon,three_skills,all_available,34666770.0,primal skill,[],34666770.0,primal skill; general skill; dual skill exact feasible lift,34666770,dual skill Gurobi; general skill Gurobi,0,available,exact closure witness,34666770,21672926.242906883,0.374821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,34666770,21531270.9,0.378907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,available,36000.0,stop,37.4821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,win,37.8907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,win
neos-3682128-sandon,three_skills,gurobi_only,34666770.0,primal skill,[],34666770.0,primal skill; general skill; dual skill exact feasible lift,34666770,dual skill Gurobi; general skill Gurobi,0,available,exact closure witness,34666770,21672926.242906883,0.374821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,34666770,21531270.9,0.378907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,available,36000.0,stop,37.4821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,win,37.8907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,win
neos-3682128-sandon,primal_dual,all_available,34666770.0,primal skill,[],34666770.0,primal skill; dual skill exact feasible lift,34666770,dual skill Gurobi,0,available,exact closure witness,34666770,21672926.242906883,0.374821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,34666770,21531270.9,0.378907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,available,36000.0,stop,37.4821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,win,37.8907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,win
neos-3682128-sandon,primal_dual,gurobi_only,34666770.0,primal skill,[],34666770.0,primal skill; dual skill exact feasible lift,34666770,dual skill Gurobi,0,available,exact closure witness,34666770,21672926.242906883,0.374821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,34666770,21531270.9,0.378907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,available,36000.0,stop,37.4821298814199217290794613977592951405625617846716033827206861210317546168852765919640047,win,37.8907498448802700684257575770687606604249545025394635842912391318833568861477432134577291,win
